"";"id";"number";"title";"authors";"projectcode";"date";"jel";"lemma";"stem"
"401";424;"2010-059";"Nonparametric Regression with Nonparametrically Generated Covariates";"Enno Mammen, Christoph Rothe and  Melanie Schienle";"B11";"2010-12-06";"C14,  C31";"many concept theoretical empirical finance develop past decade include classical portfolio theory black- scholes-merton option pricing model riskmetrics variance-covariance approach var rest upon assumption asset return follow normal distribution assumption justify empirical datum rather empirical observation exhibit excess kurtosis colloquially know fat tail heavy tail chapter intend guide heavy-tailed model first describe historically old heavy-tailed model stable law next briefly characterize recent lighter-tailed generalization socalled truncate temper stable distribution study class generalize hyperbolic law like temper stable distribution can classify somewhere infinite variance stable law gaussian distribution finally provide numerical example";"mani concept theoret empir financ develop past decad includ classic portfolio theori black- scholes-merton option price model riskmetr variance-covari approach var rest upon assumpt asset return follow normal distribut assumpt justifi empir data rather empir observ exhibit excess kurtosi colloqui known fat tail heavi tail chapter intend guid heavy-tail model first describ histor oldest heavy-tail model stabl law next briefli character recent lighter-tail gener socal truncat temper stabl distribut studi class gener hyperbol law like temper stabl distribut can classifi somewher infinit varianc stabl law gaussian distribut final provid numer exampl"
"402";425;"2010-060";"Communal Responsibility and the Coexistence of Money and Credit Under Anonymous Matching";"Lars Boerner and  Albrecht Ritschl";"Z";"2010-12-21";"E41,  D51,  N2";"let high-dimensional random vector x can represent sum component signal s belong low-dimensional subspace s noise component n. paper present new approach estimate subspace s base idea non-gaussian component analysis approach avoid technical difficulty usually exist similar method doesn<c2>t require neither estimation inverse covariance matrix x estimation covariance matrix n.";"let high-dimension random vector x can repres sum compon signal s belong low-dimension subspac s nois compon n. paper present new approach estim subspac s base idea non-gaussian compon analysi approach avoid technic difficulti usual exist similar method doesn<c2>t requir neither estim invers covari matrix x estim covari matrix n."
"403";426;"2010-061";"Every Symmetric 3 x 3 Global Game of Strategic Complementarities Is Noise Independent";"Christian Basteck and  Tijmen R. DaniÎls";"C10";"2010-12-21";"C72,  D82";"substantial number empirical study linear relationship executive compensation firm performance european firm suggest pay-performance sensitivity significantly positive argue nonlinear structure fit data well compensation contract provide minimum performance benchmark upper limit variable component compensation test discontinuity pay performance relationship confirm existence use hand collect datum german prime share firm ceo bonus compensation turn significant positive relationship return asset ceo bonus roa % +20 % performance sensitivity test change time result reveal first year introduction statutory transparency rule govern disclosure individual ceo compensation significant change compensation contract occur pay-performance sensitivity exhibit significant increase coincide passing law require supervisory board ensure new ceo employment contract provide reasonable compensation";"substanti number empir studi linear relationship execut compens firm perform european firm suggest pay-perform sensit significantli posit argu nonlinear structur fit data better compens contract provid minimum perform benchmark upper limit variabl compon compens test discontinu pai perform relationship confirm exist us hand collect data german prime share firm ceo bonu compens turn signific posit relationship return asset ceo bonu roa % +20 % perform sensit test chang time result reveal first year introduct statutori transpar rule govern disclosur individu ceo compens signific chang compens contract occur pay-perform sensit exhibit signific increas coincid pass law requir supervisori board ensur new ceo employ contract provid reason compens"
"404";427;"2010-062";"The Norges Bankís key rate projections and the news element of monetary policy: a wavelet based jump detection approach";"Lars Winkelmann";"C14";"2010-12-21";"E52,  E58,  C14";"paper study asymptotic property canonical plug-in estimate law-invariant coherent risk measure rather mild condition rely explicit representation risk measure consideration rst prove central limit theorem independent identically distribute datum extend case weakly dependent one finally number illustrate example present";"paper studi asymptot properti canon plug-in estim law-invari coher risk measur rather mild condit reli explicit represent risk measur consider rst prove central limit theorem independ ident distribut data extend case weakli depend on final number illustr exampl present"
"405";431;"2011-001";"Localising temperature risk";"Wolfgang Karl H‰rdle, Brenda LÛpez Cabrera, Ostap Okhrin and  Weining Wang";"B1B10";"2011-01-03";"G19,   G29,   G22,   N23,   N5";"supply affordable crop insurance hamper existence systemic weather risk result large risk premium article assess systemic nature weather risk agricultural production region china explore possibility spatial diversification risk simulate buffer load hypothetical temperature-based insurance investigate relation size buffer load size trading area insurance analysis make use hierarchical archimedean copula approach hac allow flexible modeling joint loss distribution reveal dependence structure loss different insured region result show significant decrease required risk loading insured area expand nevertheless considerable part undiversifiable risk remain insurer find spatial diversification effect depend type weather index strike level insurance finding relevant insurer insurance regulator shed light viability private crop insurance china";"suppli afford crop insur hamper exist system weather risk result larg risk premium articl assess system natur weather risk agricultur product region china explor possibl spatial diversif risk simul buffer load hypothet temperature-bas insur investig relat size buffer load size trade area insur analysi make us hierarch archimedean copula approach hac allow flexibl model joint loss distribut reveal depend structur loss differ insur region result show signific decreas requir risk load insur area expand nevertheless consider part undiversifi risk remain insur find spatial diversif effect depend type weather index strike level insur find relev insur insur regul shed light viabil privat crop insur china"
"406";432;"2011-002";"A Confidence Corridor for Sparse Longitudinal Data Curves";"Shuzhuan Zheng, Lijian Yang and  Wolfgang Karl H‰rdle";"B1";"2011-01-03";"C14,  C33";"paper propose spatial panel model german match function avoid possibly bias inefficient estimate due spatial dependence provide empirical evidence presence spatial dependency match datum base official datum set contain monthly information local employment office show neglect spatial dependency datum result overestimate coefficient incorporation spatial information model use datum commute relation local employment office furthermore result suggest dynamic modeling appropriate match function";"paper propos spatial panel model german match function avoid possibli bias ineffici estim due spatial depend provid empir evid presenc spatial depend match data base offici data set contain monthli inform local employ offic show neglect spatial depend data result overestim coeffici incorpor spatial inform model us data commut relat local employ offic furthermor result suggest dynam model appropri match function"
"407";433;"2011-003";"Mean Volatility Regressions";"Lu Lin, Feng Li, Lixing Zhu and  Wolfgang Karl H‰rdle";"B1";"2011-01-03";"C00,  C14,  J01,  J31";"propose novel approach model serially dependent positive-valued variable realize non-trivial proportion outcome typical phenomenon financial time series observe high frequency cumulate trading volume time potentially simultaneously occur market event introduce flexible point-mass mixture distribution develop semiparametric specification test explicitly tailor distribution moreover propose new type multiplicative error model mem base zero-augmented distribution incorporate autoregressive binary choice component thus capture potentially different dynamics occurrence strictly positive realization apply propose model high-frequency cumulate trading volume liquid nyse stock show model capture dynamic distribution property datum well able correctly predict future distribution";"propos novel approach model serial depend positive-valu variabl realiz non-trivi proport outcom typic phenomenon financi time seri observ high frequenc cumul trade volum time potenti simultan occur market event introduc flexibl point-mass mixtur distribut develop semiparametr specif test explicitli tailor distribut moreov propos new type multipl error model mem base zero-aug distribut incorpor autoregress binari choic compon thu captur potenti differ dynam occurr strictli posit realiz apply propos model high-frequ cumul trade volum liquid nyse stock show model captur dynam distribut properti data well abl correctli predict futur distribut"
"408";434;"2011-004";"A Confidence Corridor for Expectile Functions";"Esra Akdeniz Duran, Mengmeng Guo and  Wolfgang Karl H‰rdle";"B1";"2011-01-03";"C00,  C14,  J01,  J31";"delisting brand frequently use retailer strengthen negotiate position manufacturer supplier product assortment however retailer manufacturer consider risk potential reaction customer face reduce modify assortment thus different choice paper study present investigate customer switch behavior (sub-)brand unavailable key determinant result behavior discuss various condition test take account context theory result reveal customer response depend significantly context real-life quasi-experiment suggest manufacturer may encounter substantially large loss retailer managerial implication party can derive recommendation research develop";"delist brand frequent us retail strengthen negoti posit manufactur supplier product assort howev retail manufactur consid risk potenti reaction custom face reduc modifi assort thu differ choic paper studi present investig custom switch behavior (sub-)brand unavail kei determin result behavior discuss variou condit test take account context theori result reveal custom respons depend significantli context real-lif quasi-experi suggest manufactur mai encount substanti larger loss retail manageri implic parti can deriv recommend research develop"
"409";435;"2011-005";"Local Quantile Regression";"Wolfgang Karl H‰rdle, Vladimir Spokoiny and  Weining Wang";"B1B5B10";"2011-01-03";"C00,  C14,  J01,  J31";"paper study link group-specific consumption growth volatility within framework heterogeneous agent assumption consumption externality household preference relate volatility asset holding decision volatility decrease group degree patience increase household eagerness keep group average moreover consumption growth expect relate positively volatility last hypothesis test use household datum impute gsoep german income expenditure survey evs u-shaped relationship find nondurable consumption moreover examine growth-inequality relationship use evs datum alone show positive nondurable negative durable consumption";"paper studi link group-specif consumpt growth volatil within framework heterogen agent assumpt consumpt extern household prefer relat volatil asset hold decis volatil decreas group degre patienc increas household eager keep group averag moreov consumpt growth expect relat posit volatil last hypothesi test us household data imput gsoep german income expenditur survei evs u-shape relationship found nondur consumpt moreov examin growth-inequ relationship us evs data alon show posit nondur neg durabl consumpt"
"410";436;"2011-006";"Sticky Information and Determinacy";"Alexander Meyer-Gohde";"C7";"2011-01-12";"C62,  E31,  E43,  E52";"monetary search theory imply real effect inflation via impact price dispersion depend level search cost thus level market integration less integrated market inflation-price dispersion nexus predict asymmetrically v-shaped result optimal inflation rate highly integrate market low search cost however impact inflation price dispersion small use price datum european union member state paper first test confirm prediction monetary search theory";"monetari search theori impli real effect inflat via impact price dispers depend level search cost thu level market integr less integr market inflation-pric dispers nexu predict asymmetr v-shape result optim inflat rate highli integr market low search cost howev impact inflat price dispers small using price data european union member state paper first test confirm predict monetari search theori"
"411";437;"2011-007";"Mean-Variance Cointegration and the Expectations Hypothesis";"Till Strohsal and  Enzo Weber";"C14";"2011-02-07";"E43,  C32";"analyze property non- semiparametric estimation procedure involve nonparametric regression generate covariates estimator appear numerous econometric application include nonparametric estimation simultaneous equation model sample selection model treatment effect model censor regression model far seem unified theory establish statistical property paper provide result allow establish asymptotic property like rate consistency asymptotic normality wide range semi- nonparametric estimator also show account presence nonparametrically generate regressor compute standard error";"analyz properti non- semiparametr estim procedur involv nonparametr regress gener covari estim appear numer econometr applic includ nonparametr estim simultan equat model sampl select model treatment effect model censor regress model far seem unifi theori establish statist properti paper provid result allow establish asymptot properti like rate consist asymptot normal wide rang semi- nonparametr estim also show account presenc nonparametr gener regressor comput standard error"
"412";438;"2011-008";"Monetary Policy, Trend Inflation and Inflation Persistence";"Fang Yao";"C7";"2011-02-17";"E31,  E52";"communal responsibility medieval institution study greif support use credit among european merchant absence modern enforcement technology paper show mechanism help overcome enforcement problem anonymous buyer/ seller transaction village economy version lagos wright model agent trading anonymously decentralized market can identify citizenship thus hold liable enforceability within village's centralized afternoon market ensure collateralization credit decentralized market result equilibrium money credit coexist decentralized market use credit costly analysis easily extend payment system like credit card provide group identity otherwise anonymous agent";"commun respons mediev institut studi greif support us credit among european merchant absenc modern enforc technologi paper show mechan help overcom enforc problem anonym buyer/ seller transact villag economi version lago wright model agent trade anonym decentr market can identifi citizenship thu held liabl enforceabl within village' central afternoon market ensur collater credit decentr market result equilibrium monei credit coexist decentr market us credit costli analysi easili extend payment system like credit card provid group ident otherwis anonym agent"
"413";439;"2011-009";"Exclusion in the All-Pay Auction: An Experimental Investigation";"Dietmar Fehr and  Julia Schmid";"A6";"2011-02-17";"C72,  C92,  D84";"prove global game selection payoff-symmetric supermodular game independent noise structure far know proof noise independence game rely existence so-called monotone potential mp maximiser result general since symmetric supermodular game admit mp maximiser moreover corollary noise independence imply existence mp maximiser";"prove global game select payoff-symmetr supermodular game independ nois structur far know proof nois independ game reli exist so-cal monoton potenti mp maximis result gener sinc symmetr supermodular game admit mp maximis moreov corollari nois independ impli exist mp maximis"
"414";440;"2011-010";"Unwillingness to Pay for Privacy: A Field Experiment";"Alastair R. Beresford, Dorothea K¸bler and  Sˆren Preibusch";"A6";"2011-02-17";"C93,  D12";"paper investigate information content norges bank key rate projection wavelet spectrum estimate provide basis estimate jump probability short- long-term interest rate monetary policy announcement day introduction key rate projection behavior short-term interest rate reveal key rate projection little effect market forecast ability current target rate change contrast longer-term interest rate indicate announcement key rate projection significantly reduce market participant revision expect future policy path therefore announcement key rate projection improve central bank communication";"paper investig inform content norg bank<c2> kei rate project wavelet spectrum estim provid basi estim jump probabl short- long-term interest rate monetari polici announc dai introduct kei rate project behavior short-term interest rate reveal kei rate project littl effect market<c2> forecast abil current target rate chang contrast longer-term interest rate indic announc kei rate project significantli reduc market particip revis expect futur polici path therefor announc kei rate project improv central bank commun"
"415";441;"2011-011";"Human Capital Formation on Skill-Specific Labor Markets";"Runli Xie";"C7";"2011-02-21";"E24,  E32,  J24,  J63";"temperature derivative market model temperature volatility important issue pricing hedging order apply pricing tool nancial mathematics one need isolate gaussian risk factor conventional model temperature dynamics stochastic model seasonality inter temporal autocorrelation empirical work base seasonality autocorrelation correction reveal obtain residual heteroscedastic periodic pattern object research estimate heteroscedastic function scale normalisation pure standardise gaussian variable appear earlier work investigate temperature risk different location show neither parametric component function local linear smoother constant smooth parameter flexible enough generally describe volatility process well therefore consider local adaptive modeling approach find time point optimal smooth parameter locally estimate seasonality volatility approach provide flexible accurate fitting procedure localise temperature risk process achieve excellent normal risk factor";"temperatur deriv market model temperatur volatil import issu price hedg order appli price tool nancial mathemat on need isol gaussian risk factor convent model temperatur dynam stochast model season inter tempor autocorrel empiric work base season autocorrel correct reveal obtain residu heteroscedast period pattern object research estim heteroscedast function scale normalis pure standardis gaussian variabl appear earlier work investig temperatur risk differ locat show neither parametr compon function local linear smoother constant smooth paramet flexibl enough gener describ volatil process well therefor consid local adapt model approach find time point optim smooth paramet local estim season volatil approach provid flexibl accur fit procedur localis temperatur risk process achiev excel normal risk factor"
"416";442;"2011-012";"A strategic mediator who is biased into the same direction as the expert can improve information transmission";"Lydia Mechtenberg and  Johannes M¸nster";"A6";"2011-03-03";"C72,  D82,  D83";"longitudinal datum analysis central piece statistic datum curve observe random location make construction simultaneous confidence corridor scc confidence band mean function challenging task theoretical practical side propose method base local linear smooth implement sparse i.e. low number nonzero coefficient model situation scc construct base recent result obtain apply probability theory precision performance demonstrate spectrum simulation apply growth curve datum technically speak paper intensively use recent insight extreme value theory also employ construct shoal confidence interval (sci)";"longitudin data analysi central piec statist data curv observ random locat make construct simultan confid corridor scc confid band mean function challeng task theoret practic side propos method base local linear smooth implement spars i.e. low number nonzero coeffici model situat scc construct base recent result obtain appli probabl theori precis perform demonstr spectrum simul appli growth curv data technic speak paper intens us recent insight extrem valu theori also emploi construct shoal confid interv (sci)"
"417";443;"2011-013";"Spatial Risk Premium on Weather Derivatives and Hedging Weather Exposure in Electricity";"Wolfgang Karl H‰rdle and  Maria Osipenko";"B1";"2011-03-03";"C01,  C31";"motivate increment process modeling correlate random non-random system discrete-time asset pricing risk free asset risky security propose class semiparametric regression combination non-random random system unlike classical regression mean regression function new model contain variance component model variable relate latent variable certain economic interpretation can make motivate example explain garch-m mean function contain variance component cover newly propose model show statistical inference increment process simply deal two-step procedure work separately involved system although increment process weighted sum system investigate asymptotic behavior estimation use sophisticated nonparametric smooth monte carlo simulation conduct examine finite-sample performance real dataset publish almanac china finance banking analyze illustration increment process wealth financial market china";"motiv increment process model correl random non-random system discrete-tim asset price risk free asset riski secur propos class semiparametr regress combin non-random random system unlike classic regress mean regress function new model contain varianc compon model variabl relat latent variabl certain econom interpret can made motiv exampl explain garch-m mean function contain varianc compon cover newli propos model show statist infer increment process simpli dealt two-step procedur work separ involv system although increment process weight sum system investig asymptot behavior estim us sophist nonparametr smooth mont carlo simul conduct examin finite-sampl perform real dataset publish almanac china<c2> financ bank analyz illustr increment process wealth financi market china"
"418";444;"2011-014";"Difference based Ridge and Liu type Estimators in Semiparametric Regression Models";"Esra Akdeniz Duran, Wolfgang Karl H‰rdle and  Maria Osipenko";"B1";"2011-03-03";"C14,  C51";"let x1 y1 xn yn i.i.d. rvs let v(x) unknown expectile regression curve y conditional x. expectile-smoother vn(x) localized nonlinear estimator v(x) strong uniform consistency rate establish general condition many application necessary know stochastic fluctuation process vn(x) v(x) use strong approximation empirical process extreme value theory consider asymptotic maximal deviation sup0<e2><a4>x<e2><a4>1 |vn(x) v(x)| derive result help construction uniform confidence band expectile curve v(x) paper consider fit simultaneous confidence corridor scc around estimated expectile function conditional distribution y give x base observational datum generate accord nonparametric regression model moreover construct simultaneous confidence corridor around expectiles residual temperature model investigate temperature risk driver";"let x1 y1 xn yn i.i.d. rv let v(x) unknown expectil regress curv y condit x. expectile-smooth vn(x) local nonlinear estim v(x) strong uniform consist rate establish gener condit mani applic necessari know stochast fluctuat process vn(x) v(x) using strong approxim empir process extrem valu theori consid asymptot maxim deviat sup0<e2><a4>x<e2><a4>1 |vn(x) v(x)| deriv result help construct uniform confid band expectil curv v(x) paper consid fit simultan confid corridor scc around estim expectil function condit distribut y given x base observ data gener accord nonparametr regress model moreov construct simultan confid corridor around expectil residu temperatur model investig temperatur risk driver"
"419";447;"2011-017";"The Law of Attraction: Bilateral Search and Horizontal Heterogeneity";"Dirk Hofmann and  Salmai Qari";"A8";"2011-03-18";"D13,  D61,  J12";"conditional quantile curve provide comprehensive picture response contingent explanatory variable quantile regression technique estimate curve flexible modeling framework specific form quantile priori fix indeed majority application per se require specific functional form motivate local parametric rather global fix model fitting approach nonparametric smooth estimate conditional quantile curve require consider balance local curvature variance paper analyze method base local model selection technique provide adaptive estimate theoretical property mimick oracle choice offer application stock market weather analysis present";"condit quantil curv provid comprehens pictur respons conting explanatori variabl quantil regress techniqu estim curv flexibl model framework specif form quantil priori fix indeed major applic per se requir specif function form motiv local parametr rather global fix model fit approach nonparametr smooth estim condit quantil curv requir consid balanc local curvatur varianc paper analyz method base local model select techniqu provid adapt estim theoret properti mimick oracl choic offer applic stock market weather analysi present"
"420";448;"2011-018";"Can crop yield risk be globally diversified?";"Xiaoliang Liu, Wei Xu and  Martin Odening";"C11";"2011-03-18";"C14,  Q19";"infinite-dimensional sticky-information phillips curve cast finite-dimensional timevarying system difference equation order directly assess determinacy model demand give forward-looking equation monetary policy interest rate rule equivalence model without lag expectation hold albeit tenuously particular specification common truncation method produce spurious determinacy";"infinite-dimension sticky-inform phillip curv cast finite-dimension timevari system differ equat order directli assess determinaci model demand given forward-look equat monetari polici interest rate rule equival model without lag expect hold albeit tenuous particular specif common truncat method produc spuriou determinaci"
"421";449;"2011-019";"What Drives the Relationship Between Inflation and Price Dispersion? Market Power vs. Price Rigidity";"Sascha Becker";"C14";"2011-03-23";"C23,  D40,  E31,  F15";"present paper shed light well-known alleged violation expec- tations hypothesis term structure eht frequent finding unit root interest rate spread show eht imply nonstationarity stem holding premium hence ii cointegrated spread stochas- tic discount factor framework model premium drive integrated variance excess return introduce concept mean-variance cointegration actually find cointegration relation spread premia us datum";"present paper shed light well-known alleg violat expec- tation hypothesi term structur eht frequent find unit root interest rate spread show eht impli nonstationar stem hold premium henc ii cointegr spread stochas- tic discount factor framework model premium driven integr varianc excess return introduc concept mean-vari cointegr actual find cointegr relat spread premia us data"
"422";450;"2011-020";"How Computational Statistics Became the Backbone of Modern Data Science";"James E. Gentle, Wolfgang Karl H‰rdle and  Yuichi Mori";"B1";"2011-05-03";"C15";"paper present new mechanism monetary policy rule affect inflation persistence assume price reset hazard function constant backward- look dynamics emerge nkpc new mechanism make traditional demand channel monetary transmission long-lasting effect inflation dynamics calvo model fail convey insight constant hazard function lead important backward-looking dynamics cancel first analytically show work simple setup solve log-linearized model numerically around positive trend inflation realistic calibration trend inflation monetary policy rule model can account pattern change inflation persistence observe post-wwii u.s. datum addition increase hazard function taylor principle sufficient guarantee determinate equilibrium even extremely high trend inflation";"paper present new mechan monetari polici rule affect inflat persist assum price reset hazard function constant backward- look dynam emerg nkpc new mechan make tradit demand channel monetari transmiss long-last effect inflat dynam calvo model fail convei insight constant hazard function lead import backward-look dynam cancel first analyt show work simpl setup solv log-linear model numer around posit trend inflat realist calibr trend inflat monetari polici rule model can account pattern chang inflat persist observ post-wwii u.s. data addit increas hazard function taylor principl suffici guarante determin equilibrium even extrem high trend inflat"
"423";451;"2011-021";"Customer Reactions in Out-of-Stock Situations ñ Do promotion-induced phantom positions alleviate the similarity substitution hypothesis?";"Jana Luisa Diels and  Nicole Wiebach";"B2";"2011-05-03";"M31,  C12,  C13,  C81";"contest auction designer want maximize overall revenue frequently con- cerned trade-off contest homogeneity inclusion contestant high valuation experimental study find profitable exclude able contestant favor great homogeneity among remain contestant even theoretical exclusion principle predict otherwise strong contestant con- siderably overexert possible explanation contestant afraid will regret low risky bid lose thus prefer strategy give low secure pay-off";"contest auction design want maxim overal revenu frequent con- cern trade-off contest homogen inclus contest high valuat experiment studi find profit exclud abl contest favor greater homogen among remain contest even theoret exclus principl predict otherwis strongest contest con- sider overexert possibl explan contest afraid will regret low riski bid lose thu prefer strategi give low secur pay-off"
"424";452;"2011-022";"Extreme value models in a conditional duration intensity framework";"Rodrigo Herrera and  Bernhard Schipp";"Z";"2011-05-10";"C22,  C58,  F30";"measure willingness pay privacy field experiment participant give choice buy maximum dvd online store store consistently require sensitive personal datum otherwise store identical treatment dvds euro cheap store request personal information almost buyer choose cheap store surprisingly second treatment price identical participant buy shop equally often";"measur willing pai privaci field experi particip given choic bui maximum dvd onlin store store consist requir sensit person data otherwis store ident treatment dvd euro cheaper store request person inform almost buyer chose cheaper store surprisingli second treatment price ident particip bought shop equal often"
"425";453;"2011-023";"Forecasting Corporate Distress in the Asian and Pacific Region";"Russ Moro, Wolfgang H‰rdle, Saeideh Aliakbari and  Linda Hoffmann";"B1";"2011-05-20";"C14,  G33,  C45";"human capital investment form household endogenous decision compete physical capital investment idiosyncratic shock shift skilled labor share change tightness skilled unskilled market give inelastic labor participation model can generate downward-sloping beveridge curve aggregate skilled unskilled labor market upon neutral shock total unemployment decrease two-staged firstly reduction unskilled unemployment due sharp decline skilled unemployment skill substitution dominate high elasticity substitution type labor lead high volatility model variable high u v correlation";"human capit invest form household endogen decis compet physic capit invest idiosyncrat shock shift skill labor share chang tight skill unskil market given inelast labor particip model can gener downward-slop beveridg curv aggreg skill unskil labor market upon neutral shock total unemploy decreas two-stag firstli reduct unskil unemploy due sharp declin skill unemploy skill substitut domin higher elast substitut type labor lead higher volatil model variabl higher u v correl"
"426";454;"2011-024";"Identifying the Effect of Temporal Work Flexibility on Parental Time with Children";"Juliane Scheffel";"C7";"2011-05-20";"J08,  J13,  J21,  J22";"note reconsider communication informed expert uninformed decision maker strategic mediator discrete crawford sobel set show strategic mediator may improve communication even bias direction expert mediator improve communication however information transmission possible unmediated communication";"note reconsid commun inform expert uninform decis maker strateg mediat discret crawford sobel set show strateg mediat mai improv commun even bias direct expert mediat improv commun howev inform transmiss possibl unmedi commun"
"427";455;"2011-025";"How do Unusual Working Schedules Affect Social Life?";"Juliane Scheffel";"C7";"2011-05-20";"J22,  J28,  J81,  D62";"due dependency energy demand temperature weather derivative enable effective hedging temperature related fluctuation however temperature vary space time therefore contingent weather derivative also vary spatial derivative price distribution involve risk premium examine functional principal component temperature variation spatial risk premium employ pricing model temperature derivative base dynamics model via vectorial ornstein-uhlenbeck process seasonal variation use analytical expression risk premia depend variation curve temperature measurement period dependence exploit functional principal component analysis curve compute risk premia cumulative average temperature future location trade cme fit geographically weighted regression functional principal component score allow us predict risk premia nontraded location adopt basis hedging strategy illustrate example leipzig";"due depend energi demand temperatur weather deriv enabl effect hedg temperatur relat fluctuat howev temperatur vari space time therefor conting weather deriv also vari spatial deriv price distribut involv risk premium examin function princip compon temperatur variat spatial risk premium emploi price model temperatur deriv base dynam model via vectori ornstein-uhlenbeck process season variat us analyt express risk premia depend variat curv temperatur measur period depend exploit function princip compon analysi curv comput risk premia cumul averag temperatur futur locat trade cme fit geograph weight regress function princip compon score allow u predict risk premia nontrad locat adopt basi hedg strategi illustr exampl leipzig"
"428";456;"2011-026";"Compensation of Unusual Working Schedules";"Juliane Scheffel";"C7";"2011-05-20";"J22,  J31,  J33,  J81";"consider difference base ridge regression estimator liu type estimator regression parameter partial linear semiparametric regression model y xŒ≤ Œµ estimator analyse compare sense mean-squared error consider case independent error equal variance give condition propose estimator superior unbiased difference base estimation technique extend result account heteroscedasticity autocovariance error term finally illustrate performance estimator application determinant electricity consumption germany";"consid differ base ridg regress estim liu type estim regress paramet partial linear semiparametr regress model y xŒ≤ Œµ estim analys compar sens mean-squar error consid case independ error equal varianc give condit propos estim superior unbias differ base estim techniqu extend result account heteroscedast autocovari error term final illustr perform estim applic determin electr consumpt germani"
"429";457;"2011-027";"Estimation of the characteristics of a LÈvy process observed at arbitrary frequency";"Johanna Kappus and  Markus Reiﬂ";"C12";"2011-05-30";"C14,  C22";"study match model heterogeneous agent nontransferable utility search friction agent differ along horizontal dimension e.g. taste vertical dimension e.g. income) agent preference coincide vertical dimension approach introduce individual preference literature seem suitable application like labor market e.g. regional preferences) analyze notion assortativeness generalize integration segregation outcome depend search friction contrary result purely vertical analysis agent continuously adjust reservation utility strategy change search friction model easily generalizable utility specification distribution taste-related payoff number vertical type extreme utility specification can treat case horizontal heterogeneity";"studi match model heterogen agent nontransfer util search friction agent differ along horizont dimens e.g. tast vertic dimens e.g. income) agent prefer coincid vertic dimens approach introduc individu prefer literatur seem suitabl applic like labor market e.g. region preferences) analyz notion assort gener integr segreg outcom depend search friction contrari result pure vertic analysi agent continu adjust reserv util strategi chang search friction model easili generaliz util specif distribut taste-rel payoff number vertic type extreme util specif can treat case horizont heterogen"
"430";458;"2011-028";"Asymptotic equivalence and sufficiency for volatility estimation under microstructure noise";"Markus Reiﬂ";"C12";"2011-05-30";"C14,  C58";"world food market observe significant price boom crop failure simultaneously occur world major production region quote factor among other price boom background analyse stochasticity crop yield major production area analysis exemplify wheat important crop worldwide particular attention give stochastic dependence yield different region thereby address question whether local fluctuation yield can smooth international agricultural trade i.e. global diversification analysis base copula approach require less restrictive assumption compare linear correlation use copula allow reliable estimation extreme yield shortfall particular interest application calculation reveal production shortfall lifetime event instead statistical point view similar production condition will occur every year";"world food market observ signific price boom crop failur simultan occur world<c2> major product region quot factor among other price boom background analys stochast crop yield major product area analysi exemplifi wheat import crop worldwid particular attent given stochast depend yield differ region therebi address question whether local fluctuat yield can smooth intern agricultur trade i.e. global diversif analysi base copula approach requir less restrict assumpt compar linear correl us copula allow reliabl estim extrem yield shortfal particular interest applic calcul reveal product shortfal lifetim event instead statist point view similar product condit will occur everi year"
"431";459;"2011-029";"Pointwise adaptive estimation for quantile regression";"Markus Reiﬂ, Yves Rozenholc and  Charles A. Cuenod";"C12";"2011-05-30";"C14,  C31";"recent monetary search calvo-type model predict relationship inflation price dispersion u-shaped imply optimal rate inflation moreover monetary search model emphasize critical dependence real effect inflation seller market power whereas calvotype model suggest degree price rigidity significantly affect inflation price dispersion nexus use new set highly disaggregated sectoral price datum panel european country paper contribute literature test empirical relevance theoretical prediction line monetary search theory u-shaped profile find provide markup sufficiently high relationship break competitive environment contrarily evidence find support contention calvo-type model u-shaped effect inflation occur product sector sticky well highly flexible price";"recent monetari search calvo-typ model predict relationship inflat price dispers u-shape impli optim rate inflat moreov monetari search model emphas critic depend real effect inflat seller market power wherea calvotyp model suggest degre price rigid significantli affect inflat price dispers nexu using new set highli disaggreg sector price data panel european countri paper contribut literatur test empir relev theoret predict line monetari search theori u-shape profil found provid markup suffici high relationship break competit environ contrarili evid found support content calvo-typ model u-shape effect inflat occur product sector sticki well highli flexibl price"
"432";460;"2011-030";"Developing web-based tools for the teaching of statistics: Our Wikis and the German Wikipedia";"Sigbert Klinke";"B1";"2011-05-31";"A22,  A23";"first chapter serve introduction overview collection article survey current state science computational statistic early version article appear first edition handbook computational statistics concept method publish advance area computational statistic feel time revise update handbook introduction revision introductory chapter first edition";"first chapter serv introduct overview collect articl survei current state scienc comput statist earlier version articl appear first edit handbook comput statist concept method publish advanc area comput statist feel time revis updat handbook introduct revis introductori chapter first edit"
