"";"id";"number";"title";"authors";"projectcode";"date";"jel";"abstracts"
"484";484;"2011-054";"TVICA - Time Varying Independent Component Analysis and Its Application to Financial Data";"Ray-Bing Chen,  Ying Chen and   Wolfgang K. Härdle";"B1";"2011-08-19";"C14,  C58,  G17";" Source extraction and dimensionality reduction are important in analyzing high dimensional and complex nancial time series that are neither Gaussian distributed nor stationary. Independent component analysis (ICA) method can be used to factorize the data into a linear combination of independent compo- nents, so that the high dimensional problem is converted to a set of univariate ones. However conventional ICA methods implicitly assume stationarity or stochastic homogeneity of the analyzed time series, which leads to a low accu- racy of estimation in case of a changing stochastic structure. A time varying ICA (TVICA) is proposed here. The key idea is to allow the ICA lter to change over time, and to estimate it in so-called local homogeneous intervals. The question of how to identify these intervals is solved by the LCP (local change point) method. Compared to a static ICA, the dynamic TVICA pro- vides good performance both in simulation and real data analysis. The data example is concerned with independent signal processing and deals with a port- folio of highly traded stocks. JEL code: C14; C58; G17 Keywords: Adaptive Sequential Testing; Independent Component Analysis; Local Homogeneity; Signal Processing; Realized Volatility."
"485";485;"2011-055";"Pricing Chinese rain: a multisite multi-period equilibrium pricing model for rainfall derivatives";"Wolfgang K. Härdle and   Maria Osipenko";"B1";"2011-08-21";"C22,  C51,  G13";" Many industries are exposed to weather risk which they can transfer on nancial markets via weather derivatives. Equilibrium models based on partial market clearing became a useful tool for pricing such kind of nancial instruments. In a multi-period equilibrium pricing model agents rebalance their portfolio of weather bonds and a risk free asset in each period such that they maximize the expected utility of their incomes constituted by possibly weather dependent prots and payos of portfolio positions. We extend the model to a multisite version and apply it to pricing rainfall derivatives for Chinese provinces. By simulating realistic market conditions with two agent types, farmers with prots highly exposed to weather risk and a nancial investor diversifying her nancial portfolio, we obtain equilibrium prices for weather derivatives on cumulative monthly rainfall. Dynamic portfolio optimization under market clearing and utility indifference of these representative agents determines equilibrium quantity and price for rainfall derivatives. Keywords: rainfall derivatives; equilibrium pricing; space-time Markov model JEL Classication: C22, C51, G13."
"486";486;"2011-056";"Limit Order Flow, Market Impact and Optimal Order Sizes: Evidence from NASDAQ TotalView-ITCH Data";"Nikolaus Hautsch and   Ruihong Huang";"B8";"2011-08-25";"G14,  C32,  G17";" In this paper, we provide new empirical evidence on order submission activity and price impacts of limit orders at NASDAQ. Employing NASDAQ TotalView-ITCH data, we find that market participants dominantly submit limit orders with sizes equal to a round lot. Most limit orders are canceled almost immediately after submission if not getting executed. Moreover, only very few market orders walk through the book, i.e., directly move the best ask or bid quote. Estimates of impulse-response functions on the basis of a cointegrated VAR model for quotes and market depth allow us to quantify the market impact of incoming limit orders. We propose a method to predict the optimal size of a limit order conditional on its position in the book and a given fixed level of expected market impact. Keywords: price impact, limit order, impulse response function, cointegration, optimal order size JEL classification: G14, C32, G17"
"487";487;"2011-057";"Optimal Display of Iceberg Orders";"Gökhan Cebiroglu and   Ulrich Horst";"A11";"2011-08-29";"C51,  C60,  C67,  D01,  D4,  D";" We develop a sequential trade model of Iceberg order execution in a limit order book. The Iceberg-trader has the freedom to expose his trading intentions or (partially) shield the true order size against other market participants. Order exposure can cause drastic market reactions (Â“market impactÂ”) in the end leading to higher transaction costs. On the other hand the Iceberg trader faces a loss-in-priority when he hides his intentions, as most electronic limit order books penalize the usage of hidden liquidity. Thus the Iceberg-trader is faced with the problem to find the right trade-off. Our model provides optimal exposure strategies for Iceberg traders in limit order book markets. In particular, we provide a range of analytical statements that are in line with recent empirical findings on the determinants of traderÂ’s exposure strategies. In this framework, we also study the market impact also market impact of limit orders. We provide optimal exposure profiles for a range of high- tech stocks from the US S&P500 and how they scale with the state-of-the-book. We finally test the IcebergÂ’s performance against the limit orders and find that Iceberg orders can significantly enhance trade performance by up to 60%. JEL classification: C51,C60,C67,D01,D4,D49,G1 Keywords: Hidden Liquidity, Iceberg Orders, Limit Order Book, Market Impact of Limit Orders, Optimal Exposure, Trading Strategies, Iceberg versus Limit Order, Pre-trade trans- parency, Agency-Trading."
"488";488;"2011-058";"Optimal liquidation in dark pools";"Peter Kratz and   Torsten Schöneborn";"A11";"2011-09-01";"C02,  C61,  G11";" We consider a large trader seeking to liquidate a portfolio using both a transparent trading venue and a dark pool. Our model captures the price impact of trading in transparent traditional venues as well as the execution uncertainty of trading in a dark pool. The unique optimal execution strategy uses both venues continuously. The order size in the dark pool can over- or underrepresent the portfolio size depending on adverse selection and the correlation structure of the assets in the portfolio. Introduction a dark pool results in delayed trading at the traditional venue. The appeal of the dark pool is increased by liquidity but reduced by adverse selection. By pushing up prices at the traditional venue and parallel selling in the dark pool, a trader might generate profits; we provide sufficient conditions to rule out such profitable price manipulation strategies. Keywords: Dark pools, Optimal liquidation, Adverse selection, Market microstructure, Illiquid markets JEL: C02, C61, G11"
"489";489;"2011-059";"The Merit of High-Frequency Data in Portfolio Allocation";"Nikolaus Hautsch,  Lada M. Kyj and   Peter Malec";"B8B11";"2011-09-29";"G11,  G17,  C58,  C14,  C38";" This paper addresses the open debate about the effectiveness and practical relevance of highfrequency (HF) data in portfolio allocation. Our results demonstrate that when used with proper econometric models, HF data offers gains over daily data and more importantly these gains are maintained over longer horizons than previous studies have shown. We propose a Multi-Scale Spectral Components model for forecasting high-dimensional covariance matrices based on realized measures employing HF data. Extensive performance evaluation confirms that the proposed approach dominates prevailing methods and validates the intuition that HF data used properly can translate into better portfolio allocation decisions."
"490";490;"2011-060";"On the Continuation of the Great Moderation:New evidence from G7 Countries";"Wenjuan Chen";"C14";"2011-09-30";"E20,  F01,  G01,  N10";" This paper employs a Markov regime-switching approach to investigate whether the Great Moderation is over since the start of the late 2000s recession. The results conrm that the recent nancial crisis did cause a simultaneous high-volatility period among the G7 countries. However, the nancial crisis may not mark the end of the Great Moderation. There is strong evidence that each G7 country has again returned to the low-variance state since 2009 or the beginning of 2010."
"491";491;"2011-061";"Forward-backward systems for expected utility maximization";"Ulrich Horst,  Ying Hu,  Peter Imkeller,  Anthony Reveillac and   Jianing Zhang";"A11";"2011-10-14";"C61,  D52,  D53";" In this paper we deal with the utility maximization problem with a general utility function. We derive a new approach in which we reduce the utility maximization prob- lem with general utility to the study of a fully-coupled Forward-Backward Stochastic Differential Equation (FBSDE).  AMS Subject Classification: Primary 60H10, 93E20 JEL Classification: C61, D52, D53"
"492";492;"2011-062";"On heterogeneous latent class models with applications to the analysis of rating scores";"Aurélie Bertrand and  Christian M. Hafner";"Z";"2011-10-17";"C35,  C38,  C87,  M31";" Discovering the preferences and the behaviour of consumers is a key challenge in mar- keting. Information about such topics can be gathered through surveys in which the respondents must assign a score to a number of items. In this article we suggest a strat- egy to analyze such data and achieve this objective: it consists in identifying groups of consumers whose response patterns are similar and characterizing them in terms of pref- erences and covariates. We use latent class models allowing for heterogeneity of both latent class and within-class probabilities across individuals. We illustrate the proposed methodology using data about the preferences of Belgian households for supermarkets."
"493";493;"2011-063";"Multivariate Volatility Modeling of Electricity Futures";"Luc Bauwens, Christian M. Hafner and  Diane Pierret";"Z";"2011-10-17";"C32,  C53,  C58";" We model the dynamic volatility and correlation structure of electricity futures of the European Energy Exchange index. We use a new multiplicative dynamic conditional correlation (mDCC) model to separate long-run from short-run components. We allow for smooth changes in the unconditional volatilities and correlations through a multiplicative component that we estimate nonparametrically. For the short-run dynamics, we use a GJR-GARCH model for the conditional variances and augmented DCC models for the conditional correlations. We also introduce exogenous variables to account for congestion and delivery-date effects in short-term conditional variances. We find different correlation dynamics for long and short-term contracts and the new model achieves higher forecasting performance compared to a standard DCC model."
"494";494;"2011-064";"Semiparametric Estimation with Generated Covariates";"Enno Mammen, Christoph Rothe and  Melanie Schienle";"B11";"2011-10-17";"C14,  C31";" In this paper, we study a general class of semiparametric optimization estimators of a vector-valued parameter. The criterion function depends on two types of innite-dimensional nuisance parameters: a conditional expectation function that has been estimated nonparametrically using generated covariates, and another estimated function that is used to compute the generated covariates in the first place. We study the asymptotic properties of estimators in this class, which is a nonstandard problem due to the presence of generated covariates. We give conditions under which estimators are root-n consistent and asymptotically normal, and derive a general formula for the asymptotic variance."
"495";495;"2011-065";"Linking corporate reputation and shareholder value using the publication of reputation rankings";"Sven Tischer and  Lutz Hildebrandt";"B2";"2011-10-19";"M14,  M31,  G14,  G11,  C12,  ";" Good corporate reputation is seen as one of the most valuable assets.  It is believed to cause a multitude of favorable impacts within different stakeholder groups.  As a consequence, a multitude of studies analyzed the relationship between corporate reputation  and financial performance. However, the most of them raised the question of causation due to their methodology.  In order to isolate the impact of corporate reputation on financial performance, some authors had conducted  event studies, but without any success. Therefore, this study provides a comprehensive theoretical background,  why reputation has to affect financial performance. According to this theory, two event studies are conducted to  analyze the impact of publishing reputation rankings of the German Manager Magazine from 1998 to 2008 on share  prices. As expected, we find positive or negative announcement effects regarding upgraded or respectively  downgraded companies. Consequently, investors gain new information from the published rankings  (increase or decrease in reputation) to adjust share prices."
"496";496;"2011-066";"Monitoring, Information Technology and the Labor Share";"Dorothee Schneider";"C7";"2011-10-19";"D24,  J30,  E25";" This paper assesses empirically the hypotheses by Bental and Demougin (2010) that innovations in ICT (Information and Communication Technology) reduce the labor share in OECD countries by improving the monitoring technology. In a first step, I show that data trends for the labor share, wages in efficiency units, and labor in efficiency units over capital can be matched by a simulation of the model of Bental and Demougin (2010). In a second approach, I confirm increasing monitoring of workers using micro data for Germany. I argue that ICT influences labor not only through substitutability of labor with ICT and foreign work, but also through to lowering rents of workers as monitoring technology improves."
"497";497;"2011-067";"Minimal Supersolutions of BSDEs with Lower Semicontinuous Generators";"Gregor Heyne, Michael Kupper and  Christoph Mainberger";"A11";"2011-10-19";"C61,  C65,  G11";" We study the existence and uniqueness of minimal supersolutions of backward stochastic differential equations with generators that are jointly lower semicontinuous, bounded below by an affine function of the control variable and satisfy a specific normalization property."
"498";498;"2011-068";"Bargaining, Openness, and the Labor Share";"Dorothee Schneider";"C7";"2011-10-19";"E25,  J23,  F16,  O33,  E02";" This paper investigates determinants of changes of the labor share in developed countries with a focus on Western Europe. Using a country-industry panel that covers the private sector, the paper focuses on long and short-run changes within industries. The results show a large and time-persistent impact of increasing globalization on the labor share, especially if the within-industry changes are con- sidered. Openness seems to be the driving force for downward movements in the industry level labor shares while technological and institutional forces impact these shares positively. Furthermore, while investments into information and communi- cation technology (ICT) increase productivity of workers, it has a negative impact on the labor share as it enables higher economic integration which lowers the labor share. Economic integration has stronger impact on the polarization in Western European labor markets than ICT."
"499";499;"2011-069";"The Labor Share: A Review of Theory and Evidence";"Dorothee Schneider";"C7";"2011-10-19";"E25,  J23,  J01";" The labor share is defined as the share of value added which is payed out to workers. It is therefore often also called the wage share. Generally it is assumed that value added is produced with capital and labor as input factors so that Y = F(K;L) where Y is value added or output, K the capital input, and L labor."
"500";500;"2011-070";"The Power of Sunspots: An Experimental Analysis";"Dietmar Fehr, Frank Heinemann and  Aniol Llorente-Saguer";"A6C10";"2011-10-26";"C72,  C92,  D84";" We present an experiment in which extrinsic information (signals) may generate sunspot equilibria. The underlying coordination game has a unique symmetric non-sunspot equilibrium, which is also risk-dominant. Other equilibria can be ordered according to risk dominance. We compare treatments with different salient, but extrinsic signals. By increasing the precision of private signals, we manipulate the available public information, which allows us to measure the force of extrinsic signals. We also vary the number of signals and combine public and private signals, allowing us to see how subjects aggregate available (and possibly irrelevant) information. Results indicate that sunspot equilibria emerge naturally if there are salient (but extrinsic) public signals. However, salient private signals of high precision may also cause sunspot-driven behavior, even though this is no equilibrium. The higher the precision of signals and the easier they can be aggregated, the more powerful they are in dragging behavior away from the risk-dominant to risk-dominated strategies. Sunspot-driven behavior may lead to welfare losses and exert negative externalities on agents, who do not receive extrinsic signals."
"501";501;"2011-071";"Econometric analysis of volatile art markets";"Fabian Y. R. P. Bocart and  Christian M. Hafner";"Z";"2011-10-27";"C14,  C43,  Z11";" A new heteroskedastic hedonic regression model is suggested which takes into account time-varying volatility and is applied to a blue chips art market. A nonparametric local likelihood estimator is proposed, and this is more precise than the often used dummy variables method. The empirical analysis reveals that errors are considerably non-Gaussian, and that a student distribution with time-varying scale and degrees of freedom does well in explaining deviations of prices from their expectation. The art price index is a smooth function of time and has a variability that is comparable to the volatility of stock indices."
"502";502;"2011-072";"Financial Network Systemic Risk Contributions";"Nikolaus Hautsch, Julia Schaumburg and  Melanie Schienle";"B8B11";"2011-10-26";"G01,  G18,  G32,  G38,  C21,  ";" We propose the systemic risk beta as a measure for financial companiesÂ’ contribution to systemic risk given network interdependence between firmsÂ’ tail risk exposures. Conditional on statistically pre-identified network spillover effects and market and balance sheet information, we define the systemic risk beta as the time-varying marginal effect of a firmÂ’s Value-at-risk (VaR) on the systemÂ’s VaR. Suitable statistical inference reveals a multitude of relevant risk spillover channels and determines companiesÂ’ systemic importance in the U.S. financial system. Our approach can be used to monitor companiesÂ’ systemic importance allowing for a transparent macroprudential regulation."
"503";503;"2011-073";"Calibration of selfdecomposable Lévy models";"Mathias Trabs";"C12";"2011-11-03";"C14,   G13";" We study the nonparametric calibration of exponential, self-decomposable LÃ©vy models whose jump density can be characterized by the k-function, which is typically nonsmooth at zero. On the one hand the estimation of the drift, the activity measure alpha:= k(0+) + k(0-) and analog parameters for the derivatives are considered and on the other hand we estimate the k-function outside of a neighborhood of zero. Minimax convergence rates are derived, which depend on . Therefore, we construct estimators adapting to this unknown parameter. Our estimation method is based on spectral representations of the observed option prices and on regularization by cutting off high frequencies. Finally, the procedure is applied to simulations and real data."
"504";504;"2011-074";"Time-Varying Occupational Contents: An Additional Link between Occupational Task Profiles and Individual Wages";"Alexandra Fedorets";"A9";"2011-11-03";"J24,  J62,  I21,  O39";" By analyzing occupational task profiles, an occupational change can be split up into two components: (1) transferability of task portfolios between occupations and (2) change in the value of the occupation-employee match. Extending the task-based approach of Gathmann and SchÃ¶nberg (2009) by relaxing their assumption of time-invariant occupational contents, I estimate the association of dynamic aspects of occupational task portfolios with individual wages for medium-skilled German workers in 1991 and 1998. Estimated wage returns to the components of an occupational change generally differ in short and long run, as well as in East and West Germany. Wage returns to the changes of task porfolios for the occupational stayers are estimated to be positive."
"505";505;"2011-075";"Changes in Occupational Demand Structure and their Impact on Individual Wages";"Alexandra Fedorets";"A9";"2011-11-03";"J24,  J62,  I21,  P21";" This paper estimates wage losses arising due to changes in the structure of demand for occupations. The data on occupational changes made for the sake of adjustment to the changes in the demand structure come from the German reunification of 1990. Endogenous occupational changes are instrumented by the post-reunification demand properties of the occupation of the apprenticeship completed in the GDR. The IV computation reveals a negative wage effect of nearly 35 log points in 1991/92. This effect is persistent over time: after almost 10 years after reunification the negative wage effect associated with occupational changes due to the relocation of individual human capital across occupations is more than 20 log points."
"506";506;"2011-076";"Nonparametric Nonstationary Regression with Many Covariates";"Melanie Schienle";"B11";"2011-11-10";"C14,  C22";" This article studies nonparametric estimation of a regression model for d â‰¥ 2 potentially non- stationary regressors. It provides the first nonparametric procedure for a wide and important range of practical problems, for which there has been no applicable nonparametric estimation technique before. Additive regression allows to circumvent the usual nonparametric curse of dimensionality and the additionally present, nonstationary curse of dimensionality while still pertaining high mod- eling flexibility. Estimation of an additive conditional mean function can be conducted under weak conditions: It is sufficient that the response Y and all univariate Xj and pairs of bivariate marginal components Xjk of the vector of all covariates X are (potentially nonstationary) Î²-null Harris re- current processes. The full dimensional vector of regressors X itself, however, is not required to be Harris recurrent. This is particularly important since e.g. random walks are Harris recurrent only up to dimension two. Under different types of independence assumptions, asymptotic distributions are derived for the general case of a (potentially nonstationary) Î²-null Harris recurrent noise term Îµ but also for the special case of Îµ being stationary mixing. The later case deserves special attention since the model might be regarded as an additive type of cointegration model. In contrast to existing more general approaches, the number of cointegrated regressors is not restricted. Finite sample properties are illustrated in a simulation study."
"507";507;"2011-077";"Increasing Weather Risk: Fact or Fiction?";"Weining Wang, Ihtiyor Bobojonov, Wolfgang Karl Härdle and  Martin Odening";"B1B10C11";"2011-11-10";"C00,  C14,  J01,  J31";" It is an undisputed fact that weather risk increases over time due to climate change. However, qualification of this statement with regard to the type of weather risk and geographical location is needed. We investigate the application of novel statistical tools for assessing changes in weather risk over time. We apply local t-test, change point tests and Mann-Kendall test as well as quantile regression to weather risk indicators that are relevant from the viewpoint of agricultural production. Our results show that weather risk follows different pattern depending on the type of risk and the location."
"508";508;"2011-078";"Spatially Adaptive Density Estimation by Localised Haar Projections";"Florian Gach, Richard Nickl and  Vladimir Spokoiny";"B5";"2011-11-10";"C14";" Given a random sample from some unknown density f0 : R â†’ [0;âˆž) we devise Haar wavelet estimators for f0 with variable resolution levels constructed from localised test procedures (as in Lepski, Mammen, and Spokoiny (1997, Ann. Statist.)). We show that these estimators adapt to spatially heterogeneous smoothness of f0, simultaneously for every point x in a fixed interval, in sup-norm loss. The thresholding constants involved in the test procedures can be chosen in practice under the idealised assumption that the true density is locally constant in a neighborhood of the point x of estimation, and an information theoretic justication of this practice is given."
"509";509;"2011-079";"Martingale approach in pricing and hedging European options under regime-switching";"Grigori N. Milstein and  Vladimir Spokoiny";"B5";"2011-11-10";"C58";" The paper focuses on the problem of pricing and hedging a European contingent claim for an incomplete market model, in which evolution of price processes for a saving account and stocks depends on an observable Markov chain. The pricing function is evaluated using the martingale approach. The equivalent martingale measure is introduced in a way that the Markov chain remains the historical one, and the pricing function satises the Cauchy problem for a system of linear parabolic equations. It is shown that any European contingent claim is attainable using a generalized self-financing replicating strategy. For such a strategy, apart from the initial endowment, some additional funds are required both step-wise at the jump moments of the Markov chain and continuously between the jump moments. It is proved that the additional funds (the additional investments and consumptions) are present in the proposed strategy in a risk-neutral manner, hence the generalized self- nancing strategy is self-nancing in mean. A payment for the considered option should consist of two parts: the initial endowment and a fair insurance premium in order to compensate for contributions and consumptions arising in future."
"510";510;"2011-080";"Sparse Non Gaussian Component Analysis by Semidefinite Programming";"Elmar Diederichs, Anatoli Juditsky, Arkadi Nemirovski and  Vladimir Spokoiny";"B5";"2011-11-10";"C14";" Sparse non-Gaussian component analysis (SNGCA) is an unsupervised method of extracting a linear structure from a high dimensional data based on estimating a low-dimensional non-Gaussian data component. In this paper we discuss a new approach to direct estimation of the projector on the target space based on semidefinite programming which improves the method sensitivity to a broad variety of deviations from normality. We also discuss the procedures which allows to recover the structure when its eective dimension is unknown."
"511";511;"2011-081";"Parametric estimation. Finite sample theory";"Vladimir Spokoiny";"B5";"2011-11-16";"C13,   C14";" The paper aims at reconsidering the famous Le Cam LAN theory. The main features of the approach which make it different from the classical one are: (1) the study is non-asymptotic, that is, the sample size is xed and does not tend to infinity; (2) the parametric assumption is possibly misspecified and the underlying data distribution can lie beyond the given parametric family. The main results include a large deviation bounds for the (quasi) maximum likelihood and the local quadratic majorization of the log-likelihood process. The latter yields a number of important corollaries for statistical inference: concentration, confidence and risk bounds, expansion of the maximum likelihood estimate, etc. All these corollaries are stated in a non-classical way admitting a model misspecification and finite samples. However, the classical asymptotic results including the efficiency bounds can be easily derived as corollaries of the obtained non-asymptotic statements. The general results are illustrated for the i.i.d. set-up as well as for generalized linear and median estimation. The results apply for any dimension of the parameter space and provide a quantitative lower bound on the sample size yielding the root-n accuracy. We also discuss the procedures which allows to recover the structure when its eective dimension is unknown."
"512";512;"2011-082";"Continuous Equilibrium under Base Preferences and Attainable Initial Endowments";"Ulrich Horst, Michael Kupper, Andrea Macrina and  Christoph Mainberger";"A11";"2011-11-16";"C62,  D52,  D53";" We consider a full equilibrium model in continuous time comprising a finite number of agents and tradable securities.We show that, if the agentsÂ’ endowments are spanned by the securities and if the agents have entropic utilities, an equilibrium exists and the agentsÂ’ optimal trading strategies are constant. Affine processes, and the theory of information-based asset pricing are used to model the endogenous asset price dynamics and the terminal payoff. Semi-explicit pricing formulae are obtained and applied to numerically analyze the impact of the agentsÂ’ risk aversion on the implied volatility of simultaneously-traded European-style options."
"513";513;"2011-083";"Equilibrium Pricing in Incomplete Markets under Translation Invariant Preferences";"Patrick Cheridito, Ulrich Horst and  Traian A. Pirvu";"A11";"2011-11-16";"C62,  D52,  D53";" We provide results on the existence and uniqueness of equilibrium in dynamically incomplete financial markets in discrete time. Our framework allows for heterogeneous agents, unspanned random endowments and convex trading constraints. In the special case where all agents have preferences of the same type and all random endowments are replicable by trading in the financial market we show that a one-fund theorem holds and give an explicit expression for the equilibrium pricing kernel. If the underlying noise is generated by finitely many Bernoulli random walks, the equilibrium dynamics can be described by a system of coupled backward stochastic difference equations, which in the continuous-time limit becomes a multi-dimensional backward stochastic differential equation. If the market is complete in equilibrium, the system of equations decouples, but if not, one needs to keep track of the prices and continuation values of all agents to solve it. As an example we simulate option prices in the presence of stochastic volatility, demand pressure and short-selling constraints."
"514";514;"2011-084";"Competition and regulation in a differentiated good market";"Raffaele Fiocco";"A8";"2011-11-30";"D82,  L11,  L51";" This paper addresses the issue of how to design the institutional structure of an industry which provides two differentiated products. One good is supplied by a regulated monopoly and the other is produced  in a competitive (unregulated) segment. Two possible institutional patterns  are compared. Under ""concentration"" the regulated firm can enter the  competitive segment by owning one firm which operates there (even  though the two firms must be legally unbundled). Theregime of ""separation""  implies that regulated activities are totally unbundled from the unregulated  ones, that is, common ownership is not allowed. When the regulator does not  know the regulated monopoly's cost of production, we find that the pattern  of separation improves (expected) social welfare as long as goods are  substitutes. Conversely, concentration performs better in case of complementarity."
"515";515;"2011-085";"Risk Patterns and Correlated Brain Activities. Multidimensional statistical analysis of fMRI data with application to risk patterns";"Alena Myšicková, Song Song, Piotr Majer, Peter N.C. Mohr, Hauke R. Heekeren and  Wolfgang K. Härdle";"A12B1";"2011-12-01";"D8,  C14,  C3";" Decision making usually involves uncertainty and risk. Understanding which parts of the human brain are activated during decisions under risk and which neural processes underly (risky) investment decisions are important goals in neuroeconomics. Here, we reanalyze functional magnetic resonance imaging (fMRI) data on 17 subjects which were exposed to an investment decision task from Mohr et al. (2010b). We obtain a time series of three-dimensional images of the blood-oxygen-level dependent (BOLD) fMRI signals. Our goal is to capture the dynamic behavior of specific brain regions of all subjects in this high-dimensional time series data, by a flexible factor approach resulting in a low dimensional representation. We apply a panel version of the dynamic semiparametric factor model (DSFM) presented in Park et al. (2009) and identify task-related activations in space and dynamics in time. Further, we classify the risk attitudes of all subjects based on the estimated lowdimensional time series. Our classification analysis successfully confirms the estimated risk attitudes derived directly from subjects' decision behavior."
"516";516;"2011-086";"Spectral estimation of covolatility from noisy observations using local weights";"Markus Bibinger and  Markus Reiß";"C12";"2011-12-07";"C14,  C32,  C58,  G10";" We propose localized spectral estimators for the quadratic covariation and the spot covolatility of diffusion processes which are observed discretely with additive observation noise. The eligibility of this approach to lead to an appropriate estimation for time-varying volatilities stems from an asymptotic equivalence of the underlying statistical model to a white noise model with correlation and volatility processes being constant over small intervals. The asymptotic equivalence of the continuous-time and the discrete-time experiments are proved by a construction with linear interpolation in one direction and local means for the other. The new estimator outperforms earlier nonparametric approaches in the considered model. We investigate its finite sample size characteristics in simulations and draw a comparison between the various proposed methods."
"517";517;"2011-087";"Solving DSGE Models with a Nonlinear Moving Average";"Hong Lan and  Alexander Meyer-Gohde";"C7";"2011-12-15";"C61,  C63,  E17";" We introduce a nonlinear infinite moving average as an alternative to the standard state-space policy function for solving nonlinear DSGE models. Perturbation of the nonlinear moving average policy function provides a direct mapping from a history of innovations to endogenous variables, decomposes the contributions from individual orders of uncertainty and nonlinearity, and enables familiar impulse response analysis in nonlinear settings. When the linear approximation is saddle stable and free of unit roots, higher order terms are likewise saddle stable and first order corrections for uncertainty are zero. We derive the third order approximation explicitly and examine the accuracy of the method using Euler equation tests."
"518";518;"2012-001";"HMM in dynamic HAC models";"Wolfgang Karl Härdle, Ostap Okhrin and  Weining Wang";"B1B10";"2012-01-04";"C13,  C14,  G50";" Understanding the dynamics of high dimensional non-normal dependency structure is a challenging task. This research aims at attacking this problem by building up a hidden Markov model (HMM) for Hierarchical Archimedean Copulae (HAC), where the HAC represent a wide class of models for high dimensional dependency, and HMM is a statistical technique to describe time varying dynamics. HMM applied to HAC provide flexible modeling for high dimensional non Gaussian time series. Consistency results for both parameters and HAC structures are established in an HMM framework. The model is calibrated to exchange rate data with a VaR application, where the modelÂ’s performance is compared with other dynamic models, and in the second application we simulate rainfall process."
"519";519;"2012-002";"Dynamic Activity Analysis Model Based Win-Win Development Forecasting Under the Environmental Regulation in China";"Shiyi Chen and  Wolfgang Karl Härdle";"B1";"2012-01-05";"D24,  O47,  Q25,  Q32";" Porter Hypothesis states that environmental regulation may lead to win-win opportunities, that is, improve the productivity and reduce the undesirable output simultaneously. Based on directional distance function, this paper proposes a novel dynamic activity analysis model to forecast the possibilities of win-win development in Chinese Industry between 2009 and 2049. The evidence reveals that the appropriate energy-saving and emission-abating regulation will result in both the improvement in net growth of potential output and the steadily increasing growth of total factor productivity. This favors Porter Hypothesis."
"520";520;"2012-003";"A Donsker Theorem for Lévy Measures";"Richard Nickl and  Markus Reiß";"C12";"2012-01-05";"C14,  C22";" Given n equidistant realisations of a LÃ©vy process (Lt; t >= 0), a natural estimator  for the distribution function N of the LÃ©vy measure is constructed. Under a polynomial decay restriction on the characteristic function, a Donsker-type theorem is proved, that is, a functional central limit theorem for the process in the space of bounded functions away from zero. The limit distribution is a generalised Brownian bridge process with bounded and continuous sample paths whose covariance structure depends on the Fourier-integral operator. The class of LÃ©vy processes covered includes several relevant examples such as compound Poisson, Gamma and self-decomposable processes. Main ideas in the proof include establishing pseudo-locality of the Fourier-integral operator and recent techniques from smoothed empirical processes."
"521";521;"2012-004";"Computational Statistics (Journal)";"Wolfgang Karl Härdle, Yuichi Mori and  Jürgen Symanzik";"B1";"2012-01-05";"C63,  C88,  Y30";" Computational Statistics is an international journal that fosters the publication of applications and methodological research in the field of computational statistics. In this article, we will discuss the motivation, history, some specialties, and the future scope of this journal."
"522";522;"2012-005";"Implementing quotas in university admissions: An experimental analysis";"Sebastian Braun, Nadja Dwenger, Dorothea Kübler and  Alexander Westkamp";"A6";"2012-01-11";"C78,  C92,  D78,  I20";" Quotas for special groups of students often apply in school or university admission procedures. This paper studies the performance of two mechanisms to implement such quotas in a lab experiment. The first mechanism is a simplified version of the mechanism currently employed by the German central clearinghouse for university admissions, which first allocates seats in the quota for top-grade students before allocating all other seats among remaining applicants. The second is a modied version of the student-proposing deferred acceptance (SDA) algorithm, which simultaneously allocates seats in all quotas. Our main result is that the current procedure, designed to give top-grade students an advantage, actually harms them, as students often fail to grasp the strategic issues involved. The modified SDA algorithm significantly improves the matching for top-grade students and could thus be a valuable tool for redesigning university admissions in Germany."
"523";523;"2012-006";"Quantile Regression in Risk Calibration";"Shih-Kang Chao, Wolfgang Karl Härdle and  Weining Wang";"B1B10";"2012-01-25";"C14,  C21,  C22,  C53,  G01,  ";" Financial risk control has always been challenging and becomes now an even harder problem as joint extreme events occur more frequently. For decision makers and government regulators, it is therefore important to obtain accurate information on the interdependency of risk factors. Given a stressful situation for one market participant, one likes to measure how this stress affects other factors. The CoVaR (Conditional VaR) framework has been developed for this purpose. The basic technical elements of CoVaR estimation are two levels of quantile regression: one on market risk factors; another on individual risk factor. Tests on the functional form of the two-level quantile regression reject the linearity. A flexible semiparametric modeling framework for CoVaR is proposed. A partial linear model (PLM) is analyzed. In applying the technology to stock data covering the crisis period, the PLM outperforms in the crisis time, with the justification of the backtesting procedures. Moreover, using the data on global stock markets indices, the analysis on marginal contribution of risk (MCR) defined as the local first order derivative of the quantile curve sheds some light on the source of the global market risk."
